x,y,time,spatial_ref,volumetric_soil_water_layer_1,ET_hargreaves
58.35000228881836,37.04999923706055,2022-01-31,0,21.94936752319336,0.9670431364090717
58.35000228881836,37.04999923706055,2022-02-01,0,21.850833892822266,1.0255235356152665
58.35000228881836,37.04999923706055,2022-02-02,0,21.990623474121094,1.0110048491036612
58.35000228881836,36.95000076293945,2022-01-31,0,22.487252553304035,0.8302137845946677
58.35000228881836,36.95000076293945,2022-02-01,0,22.592684427897137,0.8967447241011876
58.35000228881836,36.95000076293945,2022-02-02,0,22.676932017008465,0.8823111418723711
58.35000228881836,36.849998474121094,2022-01-31,0,23.002084096272785,0.8658466286579608
58.35000228881836,36.849998474121094,2022-02-01,0,23.066082000732422,0.7225405663020407
58.35000228881836,36.849998474121094,2022-02-02,0,23.125362396240234,0.9145660007695469
58.35000228881836,36.75,2022-01-31,0,24.30331548055013,0.9104466542230011
58.35000228881836,36.75,2022-02-01,0,24.119466145833332,0.7640098552857808
58.35000228881836,36.75,2022-02-02,0,24.165706634521484,0.9701282386523401
58.35000228881836,36.650001525878906,2022-01-31,0,23.759511311848957,0.9427337327863936
58.35000228881836,36.650001525878906,2022-02-01,0,23.45425287882487,0.7909820591026241
58.35000228881836,36.650001525878906,2022-02-02,0,23.664849599202473,1.0061908731937084
58.35000228881836,36.54999923706055,2022-01-31,0,22.833455403645832,0.9491367647452874
58.35000228881836,36.54999923706055,2022-02-01,0,22.491525014241535,0.7942150713942556
58.35000228881836,36.54999923706055,2022-02-02,0,22.80114491780599,1.0580370128264238
58.35000228881836,36.45000076293945,2022-01-31,0,20.340874989827473,0.9991568096295677
58.35000228881836,36.45000076293945,2022-02-01,0,19.900366465250652,0.8294572579180787
58.35000228881836,36.45000076293945,2022-02-02,0,20.325565338134766,1.117979039551779
58.35000228881836,36.349998474121094,2022-01-31,0,17.260074615478516,1.1704238899654698
58.35000228881836,36.349998474121094,2022-02-01,0,16.627794901529946,0.8954872206350505
58.35000228881836,36.349998474121094,2022-02-02,0,17.083301544189453,1.1690815476732224
58.35000228881836,36.25,2022-01-31,0,24.311771392822266,1.166594155622695
58.35000228881836,36.25,2022-02-01,0,24.184532165527344,0.8898084253231889
58.35000228881836,36.25,2022-02-02,0,24.962209065755207,1.1616776641765072
58.35000228881836,36.150001525878906,2022-01-31,0,11.080493927001953,1.2144673376619943
58.35000228881836,36.150001525878906,2022-02-01,0,11.24609629313151,0.9231886062330567
58.35000228881836,36.150001525878906,2022-02-02,0,12.4214235941569,1.2054564042057618
58.35000228881836,36.04999923706055,2022-01-31,0,8.809502919514975,1.338080010138743
58.35000228881836,36.04999923706055,2022-02-01,0,9.367682139078775,1.0603805414358056
58.35000228881836,36.04999923706055,2022-02-02,0,10.859883626302084,1.3036443476613822
58.35000228881836,35.95000076293945,2022-01-31,0,9.950606028238932,1.3299949376834999
58.35000228881836,35.95000076293945,2022-02-01,0,10.31256357828776,1.0541520079034576
58.35000228881836,35.95000076293945,2022-02-02,0,11.741434733072916,1.292118737011063
58.35000228881836,35.849998474121094,2022-01-31,0,10.811284383138021,1.251270188990283
58.35000228881836,35.849998474121094,2022-02-01,0,11.005503336588541,0.960511363688903
58.35000228881836,35.849998474121094,2022-02-02,0,12.329076131184896,1.2038678407129233
58.450008392333984,37.04999923706055,2022-01-31,0,22.474568684895832,1.0030767438972812
58.450008392333984,37.04999923706055,2022-02-01,0,22.34399159749349,1.102711321146797
58.450008392333984,37.04999923706055,2022-02-02,0,22.464733123779297,1.0244856304856773
58.450008392333984,36.95000076293945,2022-01-31,0,22.38302230834961,0.8800160805212341
58.450008392333984,36.95000076293945,2022-02-01,0,22.35289255777995,0.9751950443802548
58.450008392333984,36.95000076293945,2022-02-02,0,22.4490229288737,0.8947049036295378
58.450008392333984,36.849998474121094,2022-01-31,0,22.90702184041341,0.8940875990074233
58.450008392333984,36.849998474121094,2022-02-01,0,22.92927424112956,0.839936325425596
58.450008392333984,36.849998474121094,2022-02-02,0,22.981300354003906,0.8205489209253379
58.450008392333984,36.75,2022-01-31,0,24.173138936360676,0.952548424090806
58.450008392333984,36.75,2022-02-01,0,24.092718760172527,0.8995699854021447
58.450008392333984,36.75,2022-02-02,0,24.096145629882812,0.8829275684806981
58.450008392333984,36.650001525878906,2022-01-31,0,24.388141632080078,0.9519742359630478
58.450008392333984,36.650001525878906,2022-02-01,0,24.177589416503906,0.8994299838707017
58.450008392333984,36.650001525878906,2022-02-02,0,24.26370620727539,0.8855704000302009
58.450008392333984,36.54999923706055,2022-01-31,0,23.750298817952473,0.9247821700837315
58.450008392333984,36.54999923706055,2022-02-01,0,23.4615961710612,0.814325049595769
58.450008392333984,36.54999923706055,2022-02-02,0,23.65488052368164,0.9788303918372021
58.450008392333984,36.45000076293945,2022-01-31,0,22.767632802327473,0.9685639733594643
58.450008392333984,36.45000076293945,2022-02-01,0,22.41626739501953,0.8481206811773795
58.450008392333984,36.45000076293945,2022-02-02,0,22.775999704996746,1.0280773438326918
58.450008392333984,36.349998474121094,2022-01-31,0,20.387427012125652,1.2028616587463214
58.450008392333984,36.349998474121094,2022-02-01,0,19.95764414469401,1.0080284206068797
58.450008392333984,36.349998474121094,2022-02-02,0,20.390275319417317,1.1582608927881575
58.450008392333984,36.25,2022-01-31,0,23.895829518636067,1.2326260217860112
58.450008392333984,36.25,2022-02-01,0,23.58318328857422,1.0355439866477751
58.450008392333984,36.25,2022-02-02,0,24.2718505859375,1.1872825751609286
58.450008392333984,36.150001525878906,2022-01-31,0,21.589946746826172,1.247784707925301
58.450008392333984,36.150001525878906,2022-02-01,0,21.841888427734375,1.0509232441238512
58.450008392333984,36.150001525878906,2022-02-02,0,22.939599355061848,1.2091285594555234
58.450008392333984,36.04999923706055,2022-01-31,0,9.77499008178711,1.3465908119085823
58.450008392333984,36.04999923706055,2022-02-01,0,10.258534749348959,1.1628859280502544
58.450008392333984,36.04999923706055,2022-02-02,0,11.674633026123047,1.3043564038924274
58.450008392333984,35.95000076293945,2022-01-31,0,10.771942138671875,1.342437091198754
58.450008392333984,35.95000076293945,2022-02-01,0,11.078135172526041,1.152824240109126
58.450008392333984,35.95000076293945,2022-02-02,0,12.44100570678711,1.292680839875451
58.450008392333984,35.849998474121094,2022-01-31,0,11.982072194417318,1.1845599486287386
