lon,lat,time,Hargreaves
58.35000228881836,37.04999923706055,2022-01-31,0.9670431364090717
58.35000228881836,37.04999923706055,2022-02-01,1.0255235356152665
58.35000228881836,37.04999923706055,2022-02-02,1.0110048491036612
58.35000228881836,36.95000076293945,2022-01-31,0.8302137845946677
58.35000228881836,36.95000076293945,2022-02-01,0.8967447241011876
58.35000228881836,36.95000076293945,2022-02-02,0.8823111418723711
58.35000228881836,36.849998474121094,2022-01-31,0.8658466286579608
58.35000228881836,36.849998474121094,2022-02-01,0.7225405663020407
58.35000228881836,36.849998474121094,2022-02-02,0.9145660007695469
58.35000228881836,36.75,2022-01-31,0.9104466542230011
58.35000228881836,36.75,2022-02-01,0.7640098552857808
58.35000228881836,36.75,2022-02-02,0.9701282386523401
58.35000228881836,36.650001525878906,2022-01-31,0.9427337327863936
58.35000228881836,36.650001525878906,2022-02-01,0.7909820591026241
58.35000228881836,36.650001525878906,2022-02-02,1.0061908731937084
58.35000228881836,36.54999923706055,2022-01-31,0.9491367647452874
58.35000228881836,36.54999923706055,2022-02-01,0.7942150713942556
58.35000228881836,36.54999923706055,2022-02-02,1.0580370128264238
58.35000228881836,36.45000076293945,2022-01-31,0.9991568096295677
58.35000228881836,36.45000076293945,2022-02-01,0.8294572579180787
58.35000228881836,36.45000076293945,2022-02-02,1.117979039551779
58.35000228881836,36.349998474121094,2022-01-31,1.1704238899654698
58.35000228881836,36.349998474121094,2022-02-01,0.8954872206350505
58.35000228881836,36.349998474121094,2022-02-02,1.1690815476732224
58.35000228881836,36.25,2022-01-31,1.166594155622695
58.35000228881836,36.25,2022-02-01,0.8898084253231889
58.35000228881836,36.25,2022-02-02,1.1616776641765072
58.35000228881836,36.150001525878906,2022-01-31,1.2144673376619943
58.35000228881836,36.150001525878906,2022-02-01,0.9231886062330567
58.35000228881836,36.150001525878906,2022-02-02,1.2054564042057618
58.35000228881836,36.04999923706055,2022-01-31,1.338080010138743
58.35000228881836,36.04999923706055,2022-02-01,1.0603805414358056
58.35000228881836,36.04999923706055,2022-02-02,1.3036443476613822
58.35000228881836,35.95000076293945,2022-01-31,1.3299949376834999
58.35000228881836,35.95000076293945,2022-02-01,1.0541520079034576
58.35000228881836,35.95000076293945,2022-02-02,1.292118737011063
58.35000228881836,35.849998474121094,2022-01-31,1.251270188990283
58.35000228881836,35.849998474121094,2022-02-01,0.960511363688903
58.35000228881836,35.849998474121094,2022-02-02,1.2038678407129233
58.450008392333984,37.04999923706055,2022-01-31,1.0030767438972812
58.450008392333984,37.04999923706055,2022-02-01,1.102711321146797
58.450008392333984,37.04999923706055,2022-02-02,1.0244856304856773
58.450008392333984,36.95000076293945,2022-01-31,0.8800160805212341
58.450008392333984,36.95000076293945,2022-02-01,0.9751950443802548
58.450008392333984,36.95000076293945,2022-02-02,0.8947049036295378
58.450008392333984,36.849998474121094,2022-01-31,0.8940875990074233
58.450008392333984,36.849998474121094,2022-02-01,0.839936325425596
58.450008392333984,36.849998474121094,2022-02-02,0.8205489209253379
58.450008392333984,36.75,2022-01-31,0.952548424090806
